question_id	topic_id	question_text	answer_id	answer_text	is_correct_answer
6	2	методы диагностики этиологии острой диареи	3	иммунохроматографический	1
7	2	Для диагностики гриппа применяют:	3	культуральный метод	1
8	2	Подтверждает диагноз коронавирусной инфекции выявление:	3	нуклеотидов РНК	1
9	2	Симптомы кори:	3	сыпь	1
10	2	Синдромы коронавирусной инфекции:	3	инсомния	0
11	2	Вирус гепатита А передается путем: 	3	фекально-оральным	1
12	2	Вирус гепатита В передается путем:	3	аэрозольным	0
13	2	Признаки холеры:	3	икота, тенизмы	0
14	2	Для диагностики сибирской язвы используют:	3	метод ПЦР	1
15	2	При лихорадке Денге характерно:	3	тромбоцитопения	1
16	2	При геморрагической лихорадке с почечным синдромом развиваются:	3	серозный менингит	0
17	2	Тропическая малярия проявляетеся:	3	гепатомегалией	1
18	2	Диагностика столбняка может быть:	3	выявление антител в ИФА	0
19	2	ВИЧ-инфекция передается путем:	3	трансплацентарным	1
20	3	При фармакокинетическом взаимодействии одно лекарственное средство может влиять на такие процессы другого, как:	3	Метаболизм	1
21	3	Факторами риска нежелательных влияний лекарственного средства являются 	3	Применение ЛС с узким терапевтическим диапазоном	1
22	3	Официальным источником информации о лекарственных средствах являются	3	Инструкции FDA	0
23	3	При сборе фармакологического анамнеза необходимо выяснить у пациента 	3	Дозу и кратность приема данных ЛС	1
24	3	Оповещать о развитии НПР следует	3	При развитии НПР вследствие межлекарственного взаимодействия	0
25	4	Назовите виды медицинской помощи, установленные в Российской Федерации Федеральным законом №323-Ф3 от 21 ноября 2011 г.	3	Первичная медико-санитарная; специализированная, в том числе высокотехнологичная; скорая; паллиативная медицинская помощь	1
26	4	В основу медицинской сортировки при чрезвычайных ситуациях берется	3	Тяжесть ранения (заболевания) и срочность оказания медицинской помощи	0
27	4	Алгоритм оценки состояния пострадавших на месте происшествия	3	Ревизия дыхательных путей, оценка показателей гемодинамики, оценка неврологического статуса, осмотр локальных повреждений	1
28	4	Аварийно-спасательные работы при ликвидации ЧС - это	3	Защита природной среды в зоне ЧС	0
29	4	Принципы оказания медицинской помощи в ЧС:	3	Доступность, возможность оказания медицинской помощи на этапах эвакуации	0
30	4	Режимы функционирования службы медицины катастроф:	3	Режим повышенной готовности, режим угрозы возникновения ЧС, режим ликвидации медицинских последствий ЧС	0
31	5	Одной из основных задач микробиологической диагностики, при возникновении эпидемий является:	3	оценка тенденции развития эпидемического процесса	0
32	5	У человека чаще всего стрептококки вызывают заболевания:	3	сердца	0
33	5	Эпидемический процесс, охватывающий все континенты - это:	3	эпидемия	0
34	5	Здоровье является предпосылкой для:	3	повышения производительности труда	1
35	5	В России установлены категории нормативно-технической документации, определяющей требования к объектам стандартизации:	3	международные стандарты (ИСО/МЭК)	1
36	5	Особенностью внутрибольничных инфекций является:	3	клиника зависит больше от пораженного органа, чем от возбудителя и вызываются ассоциацией микроорганизмов	1
37	5	Распространение неспецифических внутрибольничных инфекций связано с:	3	развитием оперативной и другой инвазивной техники	1
38	6	"Определение понятия "" Общественное здоровье""   "	3	важнейший национальный ресурс, обеспечивающий качество жизни граждан	0
39	1	Основные стратегические цели развития здравоохранения Российской Федерации	3	увеличение объемов и видов медицинской помощи в рамках Программы госгарантий обеспечения граждан бесплатной медицинской помощью.	0
40	6	"Федеральные проекты в структуре Национального проекта"" Здравоохранение"""	3	лекарственное обеспечение системы здравоохранения	0
41	6	"Определение понятия "" медицинская помощь"" согласно Федерального закона "" Об охране здоровья граждан в Российской Федерации"" от 21.11.2011 №323-ФЗ"	3	комплекс мероприятий, направленных на поддержание и ( или) восстановление здоровья и включающих в себя проведение профилактических, лечебных и реабилитационных мероприятий	0
42	6	Условия оказания медицинской помощи:	3	стационарные	1
43	6	Формы оказания медицинской помощи 	3	плановая	1
44	6	Цели диспансерного  динамического наблюдения  за гражданами, страдающими хроническими заболеваниями и функциональными расстройствами  	3	иммунопрофилактика	0
45	6	Основные неинфекционные заболевания, ведущие к преждевременной смертности в Европейском регионе, по данным ВОЗ	3	социально-значимые  заболевания, сердечно - сосудистые заболевания, диабет, онкологические заболевания;	0
46	6	Наибольшее значение среди факторов, формирующих здоровье населения крупных городов, по мнению ВОЗ, имеет	3	состояние окружающей среды	0
47	6	Субъектами медико-правовых отношений являются	3	субъекты, обеспечивающие оказание медицинской помощи	1
48	6	Организация  охраны здоровья граждан в Российской Федерации осовывается  на функционировании и развитии систем здравоохранения 	3	бюджетной, внебюджетной	0
49	6	Участники обязательного медицинского страхования	3	страхователи, застрахованные лица	0
50	6	Программа государственных гарантий оказания гражданам Российской Федерации бесплатной медицинской помощи предусматривает	3	критерии качества медицинской помощи	1
51	6	Формы контроля качества и безопасности  медицинской деятельности 	3	контрольно-надзорный, внутренний,  заключительный	0
52	6	Внутренний контроль качества и безопасности  медицинской деятельности осуществляется организациями систем здравоохранения	3	государственной, муниципальной	0
53	6	Информатизация здравоохранения - это	3	формирование и активное использование информационных массивов данных нормативной, правовой, экономической, статистической и медицинской  информации в области здравоохранения и медицины	0
54	6	Дистанционное наблюдение за состоянием здоровья пациента назначается	3	заведущим отделением по направлению лечащего врача	0
55	6	Документирование информации об оказании медицинской помощи пациенту с применением телемедицинских технологий  проводится	3	с использованием электронной подписи медицинского работника	0
56	6	Медицинская статистика изучает 	3	основные закономерности движения населения, отражающиеся на п оказателях медико-социального здоровья общества	0
57	6	Основные разделы медицинской статистики 	3	статистика деятельности системы здравоохранения  по учету заболеваемости и смертности населения	0
58	6	Анализ заболеваемости населения позволяет   давать оценку  и принимать  решения   	3	необходимых объемах финансирования системы здравоохранения	0
59	7	Рациональной тактикой догоспитального лечения пострадавших с напряженным пневмотораксом является	3	Пункция грудной полости на стороне повреждения, проведение оксигенотерапии, госпитализация	1
60	7	Для ожогового шока характерно	3	Нормоволемия	0
61	7	Основным препаратом в экстренном лечении анафилактического шока является	3	Адреналин	1
62	7	Наиболее вероятными признаками проникающей раны живота являются	3	боли в животе, тошнота, рвота	0
63	7	При венозном кровотечении  повязка накладывается	3	Выше и ниже места повреждения	0
64	7	Прием Геймлиха - это	3	Толчки в межлопаточном пространстве	0
65	7	При отеке гортани в качестве мер по обеспечению проходимости дыхательных путей показано	3	Интубация трахеи	0
66	7	При сердечно-легочной реанимации у взрослых разовая доза адреналина составляет	3	0,5 мг	0
67	7	У взрослых суммарная доза адреналина за время сердечно-легочной реанимации составляет	3	100 мг	0
68	7	Препаратом выбора для лечения желудочковой тахикардии типа пируэт является	3	Магния сульфат	1
69	7	У взрослых сердечно-легочную реанимацию начинают при	3	Признаках остановки кровообращения	1
70	7	При проведении сердечно-легочной реанимации наивысший приоритет имеет	3	Компрессия грудной клетки	1
71	7	 К лекарственным веществам, наиболее безопасным для снижения температуры у детей любого возраста, относятся	3	Амидопирин	0
72	7	Характерным признаком перелома костей основания черепа является	3	сильная головная боль	0
73	7	Промывание желудка на догоспитальном этапе при отравлении ядами прижигающего действия проводится                       	3	раствором марганцево-кислого калия через зонд	0
74	7	При отравлении наркотиками специфическая терапия заключается во введении	3	налорфина	1
75	7	Антидотом при отравлении метанолом является                                 	3	этанол	1
76	8	Защитные системы организма представлены	3	Неспецифическим иммунитетом	1
77	8	К нейромедиаторам относят	3	Серотонин	1
78	8	Процессы старения контролируются	3	Активными формами кислорода	0
79	8	Клинико-диагностическое значение имеет определение в плазме крови белков	3	Глютамина	0
80	8	Наиболее выраженное повышение уровня С-реактивного  белка наблюдают при	3	Бактериальных  инфекциях	1
81	8	Антигены — это	3	Высокомолекулярные соединения	0
82	8	Основной углевод крови это	3	D- Глюкоза	1
83	8	Вся соединительная ткань содержит	3	Фибрин	0
84	8	Факторы риска для развития атеросклероза	3	Низкое содержание липопротеинов высокой плотности	1
85	8	Геном человека - это	3	Совокупность всех экспрессирующихся молекул в клетке	0
86	8	Секвенирование ДНК используется в диагностике	3	Тромбозов	0
87	8	К методам молекулярной биологии относятся	3	Генетические	1
88	8	Основным методом  молекулярной и генетической диагностики является	3	Хроматография	0
89	8	Технологии прижизненной визуализации in vivo 	3	Компьютерная томография	1
90	9	Личность - это:	3	человек, обладающий определённым набором психологических свойств, на которых основываются его поступки, имеющие значение для общества; внутреннее отличие одного человека от остальных	1
91	9	Характер - это	3	индивидуальное сочетание существенных свойств личности, показывающих отношение человека к окружающему миру и выражающихся в его поведении, поступках	1
92	9	Психосоматическая медицина 	3	это научно-практическое направление медицины	1
93	9	Психологические защиты личности:	3	препятствуют личностному росту	1
94	9	Социальная сущность профессии врача предполагает:	3	аутентичность	1
95	9	Общение выполняет следующие функции:	3	связующую	1
96	9	Коммуникативный барьер возникает по причинам:	3	социо-культурным	1
97	9	Обратная связь в общении способствует:	3	воздействию на собеседника	0
98	9	К ошибкам слушания относятся:	3	спор с собеседником	1
99	9	Косвенная обратная связь в общении	3	воздействует на эмоциональную сферу собеседника	0
100	9	В структуре общения выделяют:	3	перцептивную сторону	1
101	9	Компетентность - это:	3	перечень умений, необходимых для решения профессиональных задач	0
102	9	Умение это:	3	способность быстро выполнить задание	0
103	9	Преподавание - это:	3	упорядоченное взаимодействие педагога с учащимися, направленное на достижение поставленной цели.	0
104	9	К методам формирования сознания личности относятся:	3	объяснение, разъяснение, воспитывающие ситуации, общественное мнение.	1
105	9	Методы обучения в дидактике позволяют ответить на вопрос:	3	как учить	1
106	9	Понятие в обучении - это важнейший элемент	3	мышления	1
107	9	Метод конкретных ситуаций строится на основе разбора:	3	практических ситуаций, специально отобранных в соответствии с учебными целями	1
108	9	Учебный процесс - это:	3	требования к общим нормам построения целостных систем обучения	0
109	9	Невербальная коммуникация - это процесс общения с помощью:	3	рисунка	0
110	9	Способности определяются как…:	3	врожденные характеристики человека	0
111	9	 К методам убеждения относятся:	3	беседа	1
112	10	Понятие Информационная безопасность формируют:	3	поддержка статуса защищенности ИС	0
113	10	Если пациент хочет помимо электронной амбулаторной карты вести бумажный её вариант:	3	он справедливо считает, что это невозможно	0
114	10	Объектом описания технологических информационных медицинских систем (ТИМС) является:	3	финансовые документы, лекарства, материально-технические средства медицинского назначения	0
115	10	Объектом описания статистико-аналитических информационных медицинских систем (САМС) является:	3	различные объединения (популяция, социальные институты, экологические объекты)	1
116	10	Объектом описания справочно-информационных медицинских информационных систем являются:	3	человек (пациент), находящийся на лечении в медицинской организации	0
117	10	Целью Федерального закона №152-ФЗ является: 	3	регулирование отношений, связанных с обработкой (в т.ч. хранением и передачей) персональных данных	0
118	10	Медицинские информационные системы (МИСы) - это	3	системы, обеспечивающие медицинское обслуживание	1
119	10	Сетевой этикет как набор правил для уважительного и уместного общения в интернете:	3	нормы, контролируемые администраторами веб-сайтов	1
120	10	Согласно приказу Минздрава РФ от 7 сентября 2020г. №947н «Об утверждении Порядка организации системы документооборота в сфере охраны здоровья в части ведения медицинской документации в форме электронных документов»:	3	приводятся методические рекомендации, конкретизирующие решение проблемы	1
121	10	Приказ Минздрава РФ от 30 ноября 2017 года №965н «Об утверждении порядка организации и оказания медицинской помощи с применением телемедицинских технологий» касается:	3	документирования и хранения информации, полученной по результатам оказания медицинской помощи с применением телемедицинских технологий	1
122	10	Федеральная интегрированная электронная медицинская карта:	3	предназначена для работы со структурированными обезличенными сведениями граждан о состоянии их здоровья	1
123	10	Служебная информация ограниченного распространения - это:	3	Сведения о чрезвычайных ситуациях, опасных природных явлениях и процессах, экологическая, демографическая, санитарно-эпидемиологическая информация	0
124	10	 Персональные данные - это:	3	Лицевой счет ЖКХ  квартиры	0
125	10	"Техническая защита информации представляет
состояние защищенности информации, характеризуемое способностью персонала, технических средств и информационных технологий обеспечивать:"	3	Доступность при ее обработке техническими средствами	1
126	10	Категория общедоступных персональных  данных включает:	3	Биометрические  данные.	0
127	10	Конфиденциальная информация предоставляется третьим лицам при:	3	Соблюдении обязательств по обеспечению режима конфиденциальности третьими лицами при использовании полученной конфиденциальной информации	1
128	10	Служебное расследование назначается при:	3	Причинение работником ущерба имуществу организации и взыскании с работника этого ущерба	1
129	10	Дисциплинарное взыскание, которое работодатель имеет право применить в результате служебного расследования  по факту нарушения конфиденциального режима - это:	3	Лишение права занимать определенные должности или заниматься определенной деятельностью	0
130	10	Информация о диагнозах заболеваний пациента, формируемая в медицинской документации, относится 	3	к биометрическим персональным данным	0
131	10	Согласие на обработку персональных данных может быть дано: 	3	наследниками (в случае смерти субъекта персональных данных)	1
132	10	Правильное определение врачебной тайны 	3	врачебная тайна - это запрет для медицинского работника (или другого лица)  на распространение информации о пациенте	1
133	10	Запрет на разглашение врачебной тайны распространяется:	3	на всех лиц, которым сведения врачебной тайны стали известны вне зависимости от характера их получения	0
134	10	Информирование родителей (иных законных представителей)проводится при оказании медицинской помощи лицам в возрасте	3	до 16 лет включительно	0
135	10	Согласие пациента на разглашение его персональных сведений требуется, начиная с возраста	3	16 лет	0
136	10	Врачебные ошибки могут быть	3	лечебные	1
137	10	Врачу не ставится в обязанность информировать пациента	3	об уровне квалификации врачей отделения	1
138	10	При создании единого федерального реестра медицинских свидетельств о смерти, который будет передавать сведения в «Единый госреестр записей актов гражданского состояния», регионы передают в органы госстатистики данные в виде	3	и в обезличенном, и в персонализированном для разных ситуаций обработки и представления	0
0	1	Экстренная профилактика, как мера воздействия на источник инфекции, преследует цели:	4	перевести манифестное течение болезни в носительство;	0
1	1	Критерии введения карантина:	4	пораженные воздушно-капельными инфекциями	0
2	1	Основные мероприятия Роспотребнадзора в ЧС:	4	разработка предложений по медицинской защите населения и спасателей	0
3	1	Санитарно-эпидемиологические требования к качеству питьевой воды включают показатели и их нормативы, характеризующие еще 1 вариант ответа	4	паразитологическую безопасность	0
4	2	Когда проводится экстренная профилактика в очагах при возникновении ЧС	4	проводится до истечения инкубационного периода	0
5	2	Профилактика клостридиального колита	4	принимать витамины	0
6	2	методы диагностики этиологии острой диареи	4	микроскопия кала	0
7	2	Для диагностики гриппа применяют:	4	ИФА на антитела	0
8	2	Подтверждает диагноз коронавирусной инфекции выявление:	4	повышение СРБ	0
9	2	Симптомы кори:	4	увеличение печени	0
10	2	Синдромы коронавирусной инфекции:	4	аносмия	0
11	2	Вирус гепатита А передается путем: 	4	половым	0
12	2	Вирус гепатита В передается путем:	4	контактным	0
13	2	Признаки холеры:	4	тонзиллит	0
14	2	Для диагностики сибирской язвы используют:	4	ИФА-выявление АТ	0
15	2	При лихорадке Денге характерно:	4	повышение СОЭ	0
16	2	При геморрагической лихорадке с почечным синдромом развиваются:	4	миокардит	0
17	2	Тропическая малярия проявляетеся:	4	остеомиелитом	0
19	2	ВИЧ-инфекция передается путем:	4	контактно-бытовым	0
20	3	При фармакокинетическом взаимодействии одно лекарственное средство может влиять на такие процессы другого, как:	4	Выведение	1
21	3	Факторами риска нежелательных влияний лекарственного средства являются 	4	Носительство аллельных вариантов генов, ответственных за фармакокинетику и фармакодинамику	1
22	3	Официальным источником информации о лекарственных средствах являются	4	Статьи из справочника  ВИДАЛЬ	0
23	3	При сборе фармакологического анамнеза необходимо выяснить у пациента 	4	Эффективность применяемых в настоящее время ЛС	1
24	3	Оповещать о развитии НПР следует	4	При развитии индивидуальной непереносимости	0
25	4	Назовите виды медицинской помощи, установленные в Российской Федерации Федеральным законом №323-Ф3 от 21 ноября 2011 г.	4	Первая, доврачебная, квалифицированная медицинская помощь, специализированная медицинская  помощь	0
26	4	В основу медицинской сортировки при чрезвычайных ситуациях берется	4	Срочность проведения лечебных и эвакуационных мероприятий	1
27	4	Алгоритм оценки состояния пострадавших на месте происшествия	4	Оценка неврологического статуса, оценка показателей гемодинамики и дыхания	0
28	4	Аварийно-спасательные работы при ликвидации ЧС - это	4	Все перечисленное	1
29	4	Принципы оказания медицинской помощи в ЧС:	4	Проведение медицинской сортировки, изоляции и эвакуации	0
30	4	Режимы функционирования службы медицины катастроф:	4	Режим защиты населения от факторов ЧС, режим ликвидации последствий ЧС	0
31	5	Одной из основных задач микробиологической диагностики, при возникновении эпидемий является:	4	выявление времени риска заражения конкретной болезнью	0
32	5	У человека чаще всего стрептококки вызывают заболевания:	4	суставов	0
33	5	Эпидемический процесс, охватывающий все континенты - это:	4	эпизоотия	0
34	5	Здоровье является предпосылкой для:	4	снижения народного благосостояния	0
35	5	В России установлены категории нормативно-технической документации, определяющей требования к объектам стандартизации:	4	районные стандарты	0
36	5	Особенностью внутрибольничных инфекций является:	4	чувствительны ко всем антибиотикам	0
37	5	Распространение неспецифических внутрибольничных инфекций связано с:	4	чувствительностью ко всем дезсредствам	0
38	6	"Определение понятия "" Общественное здоровье""   "	4	важнейший медико-социальный потенциал страны, обеспечивающий оптимальный уровень качества жизни граждан, оптимальное состояние физического и социального благополучия  каждого человека	0
39	1	Основные стратегические цели развития здравоохранения Российской Федерации	4	соблюдение прав граждан в сфере охраны здоровья и обеспечение, связанных с этими правами, государственных гарантий	1
40	6	"Федеральные проекты в структуре Национального проекта"" Здравоохранение"""	4	внедрение инновационных  технологий, создание единого цифрового контура на основе ЕГИСЗ, развитие экспорта медицинских услуг	1
41	6	"Определение понятия "" медицинская помощь"" согласно Федерального закона "" Об охране здоровья граждан в Российской Федерации"" от 21.11.2011 №323-ФЗ"	4	выполняемые медицинским работником  виды  медицинских манипуляций и обследований. имеющих профилактическую, исследовательскую, диагностическую, лечебную, реабилитационную направленность	0
42	6	Условия оказания медицинской помощи:	4	стационарные и выездные	0
43	6	Формы оказания медицинской помощи 	4	внеплановая	0
44	6	Цели диспансерного  динамического наблюдения  за гражданами, страдающими хроническими заболеваниями и функциональными расстройствами  	4	профилактика и медицинская реабилитация	1
45	6	Основные неинфекционные заболевания, ведущие к преждевременной смертности в Европейском регионе, по данным ВОЗ	4	дорожно-транспортный травматизм, сердечно-сосудистые и онкологические заболевания	0
46	6	Наибольшее значение среди факторов, формирующих здоровье населения крупных городов, по мнению ВОЗ, имеет	4	качество и доступность медицинской помощи	0
47	6	Субъектами медико-правовых отношений являются	4	субъекты, финансирующие оказание медицинской помощи	0
48	6	Организация  охраны здоровья граждан в Российской Федерации осовывается  на функционировании и развитии систем здравоохранения 	4	федеральной, региональной, муниципальной. Частной	0
49	6	Участники обязательного медицинского страхования	4	медицинские организации, страховые медицинские организации, территориальные фонды ОМС	1
50	6	Программа государственных гарантий оказания гражданам Российской Федерации бесплатной медицинской помощи предусматривает	4	территориальные программы обязательного медицинского страхования	1
51	6	Формы контроля качества и безопасности  медицинской деятельности 	4	внутренний , плановый,  внеплановый	0
52	6	Внутренний контроль качества и безопасности  медицинской деятельности осуществляется организациями систем здравоохранения	4	государственной, муниципальной, частной	1
53	6	Информатизация здравоохранения - это	4	процесс внедрения информационных технологий в здравоохранении с целью создания единой информационной базы данных	0
54	6	Дистанционное наблюдение за состоянием здоровья пациента назначается	4	решением Врачебной комиссии медицинской организации	0
55	6	Документирование информации об оказании медицинской помощи пациенту с применением телемедицинских технологий  проводится	4	без подписи медицинского работника	0
56	6	Медицинская статистика изучает 	4	основные тенденции состояния здоровья населения и деятельности системы здравоохранения для повышения эффективности мер, направленных  на повышение качества медицинской помощи населению	0
57	6	Основные разделы медицинской статистики 	4	статистика медико-демографических процессов, статистика заболеваемости населения	0
58	6	Анализ заболеваемости населения позволяет   давать оценку  и принимать  решения   	4	объемах профилактических мероприятий, направленных на снижение заболеваемости населения	0
59	7	Рациональной тактикой догоспитального лечения пострадавших с напряженным пневмотораксом является	4	Интубация трахеи, проведение инфузионной терапии	0
60	7	Для ожогового шока характерно	4	Гиперальбуминемия	0
61	7	Основным препаратом в экстренном лечении анафилактического шока является	4	Димедрол	0
62	7	Наиболее вероятными признаками проникающей раны живота являются	4	схваткообразные боли в животе, притупление в отлогих местах, больше в правом кармане брюшной полости	0
63	7	При венозном кровотечении  повязка накладывается	4	Давящая	1
64	7	Прием Геймлиха - это	4	Стимуляция кашля	0
65	7	При отеке гортани в качестве мер по обеспечению проходимости дыхательных путей показано	4	Коникотомия	1
66	7	При сердечно-легочной реанимации у взрослых разовая доза адреналина составляет	4	1,5 мг	0
67	7	У взрослых суммарная доза адреналина за время сердечно-легочной реанимации составляет	4	Не ограничена	1
68	7	Препаратом выбора для лечения желудочковой тахикардии типа пируэт является	4	Натрия бикарбонат	0
69	7	У взрослых сердечно-легочную реанимацию начинают при	4	Нарушениях ритма	0
70	7	При проведении сердечно-легочной реанимации наивысший приоритет имеет	4	Введение адреналина	0
71	7	 К лекарственным веществам, наиболее безопасным для снижения температуры у детей любого возраста, относятся	4	Парацетамол	1
72	7	Характерным признаком перелома костей основания черепа является	4	неоднократные рвоты	0
73	7	Промывание желудка на догоспитальном этапе при отравлении ядами прижигающего действия проводится                       	4	холодной водой через зонд после премедикации анальгетиками, спазмолитиками	1
74	7	При отравлении наркотиками специфическая терапия заключается во введении	4	эфедрина	0
75	7	Антидотом при отравлении метанолом является                                 	4	a-токоферол	0
76	8	Защитные системы организма представлены	4	Системой  АПУД	0
77	8	К нейромедиаторам относят	4	Метионин	0
78	8	Процессы старения контролируются	4	Скоростью апоптоза	0
79	8	Клинико-диагностическое значение имеет определение в плазме крови белков	4	Липопротеинов	1
80	8	Наиболее выраженное повышение уровня С-реактивного  белка наблюдают при	4	Лейкемии	0
81	8	Антигены — это	4	Особый класс соединений	0
82	8	Основной углевод крови это	4	Сорбитоза	0
83	8	Вся соединительная ткань содержит	4	Гомополисахариды	0
84	8	Факторы риска для развития атеросклероза	4	Повышенный уровень липопротеинов очень низкой плотности	1
85	8	Геном человека - это	4	Совокупность всех метилированных последовательностей в клетке	0
86	8	Секвенирование ДНК используется в диагностике	4	Наследственных заболеваний	1
87	8	К методам молекулярной биологии относятся	4	Биохимические	1
88	8	Основным методом  молекулярной и генетической диагностики является	4	Электрофорез	0
89	8	Технологии прижизненной визуализации in vivo 	4	Криоэлектронная микроскопия	1
90	9	Личность - это:	4	человек, обладающий способностями	0
91	9	Характер - это	4	способности, которые раскрываются в наиболее полной мере благодаря приобретению навыков и опыта	0
92	9	Психосоматическая медицина 	4	это эзотерическое направление	0
93	9	Психологические защиты личности:	4	приобретаются в процессе социализации	1
94	9	Социальная сущность профессии врача предполагает:	4	ответственность	1
95	9	Общение выполняет следующие функции:	4	прогностическую	0
96	9	Коммуникативный барьер возникает по причинам:	4	семантико- фонетическим	1
97	9	Обратная связь в общении способствует:	4	самораскрытию	0
98	9	К ошибкам слушания относятся:	4	перебивание собеседника	1
99	9	Косвенная обратная связь в общении	4	это интеракция	0
100	9	В структуре общения выделяют:	4	установки	0
101	9	Компетентность - это:	4	перечень умений, необходимых для осуществления профессиональной деятельности	0
102	9	Умение это:	4	способность действовать на основе приобретённых знаний	1
103	9	Преподавание - это:	4	дидактический процесс, в ходе которого реализуются поставленные цели.	0
104	9	К методам формирования сознания личности относятся:	4	словесные, наглядные и  практические методы, поощрение, наказание.	0
105	9	Методы обучения в дидактике позволяют ответить на вопрос:	4	когда учить	0
106	9	Понятие в обучении - это важнейший элемент	4	речи	0
107	9	Метод конкретных ситуаций строится на основе разбора:	4	ситуационных задач, составленных в соответствии с учебными целями.	0
108	9	Учебный процесс - это:	4	наука о воспитании и обучении	0
109	9	Невербальная коммуникация - это процесс общения с помощью:	4	мимики и жестов	1
110	9	Способности определяются как…:	4	качества характера	0
111	9	 К методам убеждения относятся:	4	упражнение	0
112	10	Понятие Информационная безопасность формируют:	4	всё перечисленное	1
113	10	Если пациент хочет помимо электронной амбулаторной карты вести бумажный её вариант:	4	он должен знать, что это возможно в заявительном порядке от него	1
114	10	Объектом описания технологических информационных медицинских систем (ТИМС) является:	4	органы управления здравоохранением	0
115	10	Объектом описания статистико-аналитических информационных медицинских систем (САМС) является:	4	человек (пациент), находящийся на лечении в медицинской организации	0
116	10	Объектом описания справочно-информационных медицинских информационных систем являются:	4	медицинские организации, различные органы управления здравоохранением	0
117	10	Целью Федерального закона №152-ФЗ является: 	4	организация хранения, комплектования, учета и использования содержащих персональные данные документов	0
118	10	Медицинские информационные системы (МИСы) - это	4	локальная вычислительная сеть	0
119	10	Сетевой этикет как набор правил для уважительного и уместного общения в интернете:	4	правила защиты детей в интернете	1
120	10	Согласно приказу Минздрава РФ от 7 сентября 2020г. №947н «Об утверждении Порядка организации системы документооборота в сфере охраны здоровья в части ведения медицинской документации в форме электронных документов»:	4	приводится инструкция действий по исполнению Порядка	0
121	10	Приказ Минздрава РФ от 30 ноября 2017 года №965н «Об утверждении порядка организации и оказания медицинской помощи с применением телемедицинских технологий» касается:	4	всего спектра применения икт в здравоохранении	0
122	10	Федеральная интегрированная электронная медицинская карта:	4	обрабатывает исключительно персонифицированные данные	0
123	10	Служебная информация ограниченного распространения - это:	4	Законадательные акты устанавливающие правовой статус государственных органов, организаций	0
124	10	 Персональные данные - это:	4	Данные об образовании, профессии, доходах человека	1
125	10	"Техническая защита информации представляет
состояние защищенности информации, характеризуемое способностью персонала, технических средств и информационных технологий обеспечивать:"	4	"Универсальность
обработки независимо от типа используемого 
системного программного обеспечения"	0
126	10	Категория общедоступных персональных  данных включает:	4	Телефонный  номер и электронную почту.	1
127	10	Конфиденциальная информация предоставляется третьим лицам при:	4	возможности продажи, обмена, опубликования, либо разглашения иными возможными способами	0
128	10	Служебное расследование назначается при:	4	Правонарушении,  связанном с частной жизнью работника	0
129	10	Дисциплинарное взыскание, которое работодатель имеет право применить в результате служебного расследования  по факту нарушения конфиденциального режима - это:	4	Арест, обязательные работы, исправительные работы	0
130	10	Информация о диагнозах заболеваний пациента, формируемая в медицинской документации, относится 	4	к персональным данным, подлежащим трансграничной передаче	0
131	10	Согласие на обработку персональных данных может быть дано: 	4	работодателем субъекта персональных данных	0
132	10	Правильное определение врачебной тайны 	4	врачебная тайна - это запрет для любого лица  на распространение информации о заболеваниях конкретного лица	0
133	10	Запрет на разглашение врачебной тайны распространяется:	4	на должностных лиц, которым сведения врачебной тайны стали известны	0
134	10	Информирование родителей (иных законных представителей)проводится при оказании медицинской помощи лицам в возрасте	4	до 16 лет включительно в случае больного наркоманией	1
135	10	Согласие пациента на разглашение его персональных сведений требуется, начиная с возраста	4	15 лет	1
136	10	Врачебные ошибки могут быть	4	деонтологические	0
137	10	Врачу не ставится в обязанность информировать пациента	4	о возможных альтернативах этому виду лечения	0
138	10	При создании единого федерального реестра медицинских свидетельств о смерти, который будет передавать сведения в «Единый госреестр записей актов гражданского состояния», регионы передают в органы госстатистики данные в виде	4	по  выбору регионов	0
0	1	Экстренная профилактика, как мера воздействия на источник инфекции, преследует цели:	5	прервать инфекционный процесс в инкубационном периоде до появления первых признаков болезни	1
1	1	Критерии введения карантина:	5	появление зоонтропонозных заболеваний на территории	0
2	1	Основные мероприятия Роспотребнадзора в ЧС:	5	обеспечение эвакуации населения	0
3	1	Санитарно-эпидемиологические требования к качеству питьевой воды включают показатели и их нормативы, характеризующие еще 1 вариант ответа	5	органолептические показатели воды	0
4	2	Когда проводится экстренная профилактика в очагах при возникновении ЧС	5	не проводится	0
5	2	Профилактика клостридиального колита	5	не проводится	0
6	2	методы диагностики этиологии острой диареи	5	рентгендиагностика	0
9	2	Симптомы кори:	5	отечность нижних конечностей	0
10	2	Синдромы коронавирусной инфекции:	5	апноэ	0
11	2	Вирус гепатита А передается путем: 	5	только через кровь	0
12	2	Вирус гепатита В передается путем:	5	половым	1
15	2	При лихорадке Денге характерно:	5	понижение уровня сахара в крови	0
20	3	При фармакокинетическом взаимодействии одно лекарственное средство может влиять на такие процессы другого, как:	5	Механизм действия	0
21	3	Факторами риска нежелательных влияний лекарственного средства являются 	5	Молодой возраст	0
22	3	Официальным источником информации о лекарственных средствах являются	5	Стать из спавочника РЛС	0
23	3	При сборе фармакологического анамнеза необходимо выяснить у пациента 	5	Стоимость применяемых в настоящее время ЛС	0
24	3	Оповещать о развитии НПР следует	5	Все вышеперечисленное	1
