question_id	topic_id	question_text	answer_id	answer_text	is_correct_answer
94	2	Какова наиболее частая причина остеомиелита у людей с серповидно-клеточной анемией:	2	Стрептококк	0
95	2	При остеомиелите у детей возбудитель локализуется в:	2	Метафизах костей	0
96	2	Назовите наиболее частую доброкачественную опухоль костей:	2	Остеобластома	0
97	2	Назовите доброкачественную опухоль неизвестного генеза:	2	Опухоль Юинга	0
98	2	Какими множественными образованиями характеризуется синдром Гарднера:	2	Остеомами	1
99	2	При каком виде лечения вероятность малигнизации остеоид – остеом увеличивается:	2	Лучевая терапия	1
100	2	В каком суставе локализуется крупная синовиальная киста (киста Бейкера) при ревматоидном артрите:	2	Межпозвоночном	0
101	2	Назовите синонимичное название болезни Бехтерева и Мари – Штрюмпеля:	2	Псориатический артрит	0
102	2	Артрит Лайма вызывают:	2	Спирохеты	1
103	2	Поражение каких суставов наиболее характерно в начале заболевания при подагре:	2	Локтевых	0
104	2	Для абсцесса Броди характерно поражение:	2	Коркового слоя и губчатого вещества длинной трубчатой кости	1
105	2	К злокачественным хондрогенным опухолям относятся:	2	Хордома	0
106	2	Какое заболевание вероятнее всего имеет фатальный исход:	2	Идиопатический оссифицирующий миозит	0
107	2	К врождённым простым мальформациям костей относятся:	2	Арахнодактилия	1
108	2	К первичным осложнениям остеопороза относятся:	2	Поясничные лордозы	1
109	2	Какое заболевание развивается в результате дисфункции остеокластов:	2	Остеопетроз	1
110	2	К доброкачественным остеогенным опухолям относятся:	2	Остеосаркома	0
111	2	В каких органах можно обнаружить гематогенные метастазы остеосаркомы:	2	Лёгких	1
112	2	Какими макроскопическими характеристиками обладает узел гигантоклеточной опухоли кости:	2	С кистозными полостями	1
113	2	При поражении раковой опухолью каких органов обычно наблюдаются одиночные метастазы в кости:	2	Почек	1
114	2	Перечислите компоненты гиалинового хряща:	2	Хондроциты	1
115	2	С поражения каких суставов начинается ревматоидный артрит:	2	Пястно–фаланговых суставов кистей	1
116	2	Перечислите изменения синовиальной оболочки при ревматоидном артрите:	2	Увеличение васкуляризации	1
117	2	Перечислите компоненты ревматоидного узелка:	2	Эпителиоидные клетки	1
118	2	Какие патологические процессы включает синдром Фелти:	2	Спленомегалия	1
119	2	Перечислите проявления первично-системного характера ювенильного артрита:	2	Гепатоспленомегалия	1
120	2	В каких суставах при анкилозирующем спондилоартрите локализуются изменения:	2	Апофизарных	1
121	2	К осложнениям анкилозирующего спондилоартрита относятся:	2	Аортит	1
122	2	К ранним и частым проявлениями синдрома Рейтера относятся:	2	Серозиты	0
123	2	Экспрессия лейкоцитарного антигена HLA-27 выявляется при:	2	Псориатическом артрите	1
124	2	К эндогенным кристаллам, вызывающим патологические изменения при артропатиях, относят:	2	Основной фосфат кальция	1
125	2	Какие изменения характерны для синдрома Леше – Нихема:	2	Подагрический артрит	1
126	2	К вторичным осложнениям остеопороза относятся:	2	Очаговая пневмония	1
127	2	К злокачественным остеогенным опухолям относятся:	2	Остеобластома	0
128	2	К злокачественным опухолям неизвестного генеза относятся:	2	Опухоль Юинга	1
129	2	Каковы морфологические характеристики хондросаркомы высокой степени злокачественности:	2	Множественность фигуры митоза	1
130	2	Какова наиболее частая локализация миопериостита:	2	Мышцы плеча	1
131	3	К ревматической болезни относится:	2	склеродермия	1
132	3	Признак, объединяющий ревматические болезни - это:	2	тромбоэмболия	0
133	3	Характерное изменение соединительной ткани при ревматических болезнях:	2	амилоидоз	0
134	3	На активность ревматического процесса указывает:	2	сращение заслонок аортального клапана	0
135	3	Коллаген окрашивается в голубой цвет, когда его выявляют:	2	поляризационным методом	0
136	3	Признаком активности ревматического процесса является:	2	стеноз аортального клапана	0
137	3	Назовите наиболее частую клинико-анатомическую форму ревматизма:	2	нодозная	0
138	3	Основным морфологическим признаком ранней стадии возникновения ревматической гранулемы является:	2	гигантоклеточная реакция	0
139	3	К ведущему признаку изменения соединительной ткани, характерному для обострения ревматизма относится:	2	мукоидное набухание	1
140	3	Эндокардит при ревматизме встречается в форме:	2	диффузного вальвулита	1
141	3	Осложнение возвратно-бородавчатого эндокардито связано с:	2	кахексией	0
142	3	Возможный исход ревматического миокардита связан с развитием:	2	кардиосклероза	1
143	3	Какой клапан сердца поражается при ревматизме чаще всего:	2	митральный	1
144	3	Какая форма миокардита обычно развивается при ревматизме у взрослых:	2	диффузный продуктивный	0
145	3	К характерному признаку возвратно-бородавчатого эндокардита относится:	2	перфорация створок клапана	0
146	3	Ведущим осложнением ревматического возвратно-бородавчатого эндокардита является:	2	медиастинит	0
147	3	Исходом ревматического эндокардита является:	2	фибриноидный некроз	0
148	3	Форма ревматического перикардита:	2	геморрагический	0
149	3	Основным изменением створок клапанов при ревматическом остром бородавчатом эндокардите является:	2	тромботические наложения на тонких створках клапанов	1
150	3	В третьей стадии ревматоидного артрита отмечают:	2	обызвествление	0
151	3	Наиболее частым осложнением ревматоидного артрита является:	2	амилоидоз	1
152	3	Исходы изменений в связочном аппарате позвоночника и межпозвонковых дисков при ревматоидном артрите:	2	изъязвление	0
153	3	Характерный морфологический признак при узелковом периартериите:	2	атеросклероз	0
154	3	Исход узелкового периартериита:	2	липоидоз	0
155	3	Феномен «проволочных петель» в почках развивается при:	2	системной красной волчанке	1
156	3	Какой эндокардит развивается при системной красной волчанке:	2	диффузный	0
157	3	Характерным морфологическим признаком волчаночного нефрита является:	2	амилоидоз клубочков	0
158	3	Наиболее возможная непосредственная причина смерти при системной красной волчанке:	2	гнойный менингит	0
159	3	Изменения в коже при склеродермии проявляются в виде:	2	обызвествления	0
160	3	Характерным изменением сердца при системной склеродермии является:	2	фибриноидный некроз и гранулематоз	0
161	3	Какие клетки являются морфологической основой невуса:	2	клетки базального слоя эпидермиса	0
162	3	Вариант невуса с явлениями инволюции в виде фибротизации («стареет»):	2	диспластический невус	0
163	3	Вид невуса с возможностями трансформации в меланому (минимальную меланому):	2	диспластический невус	1
164	3	Характерные макроскопические признаки «синдрома атипических невусов» относятся к:	2	диспластическому невусу	1
165	3	Дисплазия – это	2	нарушение созревания клеток	1
166	3	Возраст пациентов с пятном Гетчинсона / меланоза Дюбрейля /:	2	молодой	0
167	3	Клеточный вариант злокачественной меланомы:	2	узловая	0
168	3	При какой опухоли обнаруживаются «педжетоидные» меланоциты:	2	голубой невус	0
169	3	Синоним акральной меланомы:	2	фибропластическая	0
170	3	Патогномоничный признак псориаза:	2	акантоз с сужением, заострением апикальных отделов	0
171	3	Патогномоничный признак красного плоского лишая:	2	акантоз с сужением, заострением апикальных отделов	1
172	3	При саркоидозе Бека / Бека – Шаумана / эпителиодные гранулёмы располагаются преимущественно:	2	в средней трети дермы	0
173	3	Очаговая эритема на лице в виде «бабочки» характерна для:	2	парапсориаз	0
174	3	Гистологический признак в виде «серозных колодцев» характерен для:	2	опоясывающего лишая	0
175	3	Микроабсцессы Мунро характерны для:	2	парапсориаза	1
176	3	Деструкция коллагеновых волокон с очагами некроза и атрофией выявляется при:	2	пузырчатке	0
177	3	Эпителиоидные бугорки с фибротизацией характерны для:	2	панникулита	0
178	3	Какой из вариантов невусов происходит из меланоцитов эпидермиса:	2	диспластический невус	1
179	3	Синонимы ювенильного невуса:	2	ювенильная меланома	1
180	3	Признаки пролиферирующего голубого невуса:	2	концентрические структуры меланоцитов	1
181	3	Признаки простого голубого невуса:	2	отёчная слабо выраженная строма	0
182	3	Варианты диспластического невуса:	2	диспластический невус с формированием простого внутридермального невуса	1
183	3	Гистологические варианты злокачественной меланомы:	2	узловая	1
184	3	Необходимая дополнительная окраска при мастоцитозе:	2	толуилиновым синим	1
185	4	При оплодотворении яйцеклетки фолликул превращается в тело:	2	Желтое	1
186	4	При беременности в гипофизе снижается секреция гормона:	2	Фолликулостимулирующего	1
187	4	Эндометрий при беременности находится под регулирующим влиянием гормонов:	2	Гестагенов	1
188	4	Для гравидарного эндометрия характерен признак :	2	Пролиферативные изменения в железах	0
189	4	На молочную железу при беременности оказывает влияние гормон гипофиза:	2	Фолликулостимулирующий	0
190	4	При беременности увеличение размеров молочных желез происходит за счет пролиферации структур:	2	Эпителия выводных внедольковых протоков	0
191	4	Для лактирующей молочной железы характерно:	2	Расширение просвета протоков с обилием секрета	0
192	4	Условия развития трубной беременности	2	Хронический вульвовагинит	0
193	4	Наиболее характерным для эклампсии беременных является синдром:	2	ДВС	1
194	4	Печень, у умерших от эклампсии, чаще всего:	2	Увеличена	1
195	4	Для HELLP-синдрома характерен клинический признак:	2	Холестаз	0
196	4	Морфологический признак характеризующий нарушение созревания ворсинчатого дерева	2	Гиповаскуляризация ворсин	1
197	4	Основной показатель гематогенного инфицирования плаценты	2	фуникулит	0
198	4	К отслойке плаценты может привести	2	тромбоз сосудов пуповины	0
199	4	Генетическая характеристика частичного пузырного заноса	2	диплоидный набор хромосом материнского происхождения	0
200	4	Какой из перечисленных видов внематочной беременности не является таковым:	2	Брюшинная	1
201	4	Для гепатоцитов при эклампсии беременных характерны морфологические изменения:	2	Регенераторные	0
202	4	В головном мозге при эклампсии беременных развиваются морфологические изменения:	2	Отек	1
203	4	Какие из перечисленных признаков являются фактором риска развития эклампсии:	2	Первая беременность	1
204	4	В ответ на инфекцию при хориоамнионите происходит:	2	угнетение синтеза прогестерона	1
205	4	Трофобласт состоит из :	2	базальной мембраны	0
206	4	Наиболее редкие возбудители при восходящей инфекции плаценты	2	гонококки	1
207	4	Признаки старой ретроплацентарной гематомы	2	плотная	1
208	4	Морфологические признаки печени при эклампсии	2	тромбы в мелких сосудах	1
209	4	Признаки острого атероза в спиральных артериях плацентарного ложа	2	фибриноидный некроз стенки артерии	1
210	5	Рак Крукенберга - это метастаз рака желудка в	2	лёгкие	0
211	5	Плацентарный полип образуется после	2	эндометрита	0
212	5	Причина гиперплазии эндометрия	2	нарушения питания	0
213	5	Лейомиома чаще локализуется в	2	кишке	0
214	5	Самый высокий риск малигнизации наблюдается при	2	сложной гиперплазии эндометрия	0
215	5	Миома матки может вызывать наружное кровотечение, если на локализуется	2	интрамурально	0
216	5	Рак эндометрия характеризуется	2	преимущественно эндофитным ростом	0
217	5	Для лейомиосаркомы характерно	2	наличие четко отграниченного узла	0
218	5	Развитие эндометриоза объясняет	2	имплантационная теория	1
219	5	Острый оофорит характеризуется	2	уменьшением яичника в размерах	0
220	5	К доброкачественным опухолям яичника относится	2	муцинозная цистаденокарцинома	0
221	5	Текома яичника характеризуется	2	двусторонним поражением	0
222	5	Хориокарцинома характеризуется	2	развитием из эндометрия	0
223	5	Морфологические признаки простой атипической гиперплазии эндометрия	2	преобладание железистого компонента над стромальным	1
224	5	К опухолям яичника относят опухоль:	2	Абрикосова;	0
225	5	Сложная атипическая гиперплазия эндометрия характеризуется:	2	тесным расположением причудливого вида желез («спинка к спинке»);	1
226	5	Наиболее частыми злокачественными новообразованиями вульвы являются:	2	плоскоклеточные карциномы	1
227	5	В препубертатном периоде наиболее частыми причинами развития маточных кровотечений являются:	2	осложнения беременности	0
228	5	Наиболее частой причиной дисфункциональных маточных кровотечений являются:	2	несоответствие лютеиновой фазы	0
229	5	Во время беременности лейомиомы матки могут:	2	быстро увеличиваться в размерах	1
230	5	Для микроскопической дифференциальной диагностики фибро- и лейомиомы используется окраска:	2	РАS - реакция	0
231	5	Железистая гиперплазия эндометрия является:	2	викарной	0
232	5	Хориокарцинома - это:	2	Эпителиоидная трофобластическая опухоль	0
233	5	При гинекологическом сепсисе метастатические абсцессы первого порядка появляются в:	2	легких	1
234	5	В перименопаузальном периоде наиболее частыми причинами развития маточных кровотечений являются:	2	осложнения беременности	0
235	5	В подростковом периоде наиболее частыми причинами развития маточных кровотечений являются:	2	осложнения беременности	0
236	5	Граница экто- и эндоцервикса на уровне наружного маточного зева должна наблюдаться:	2	в пубертатный возраст	0
237	5	Цервикальный канал шейки матки выстлан:	2	многослойным плоским неороговевающим эпителием	0
238	5	Воспалительный процесс чаще всего переходит на яичник с:	2	фаллопиевой трубы	1
239	5	Фолликулярные кисты выстланы:	2	плоским эпителием	0
240	5	Выстилка кист желтого тела состоит из:	2	кубического эпителия	0
241	5	Эндометриоидная киста выстлана:	2	кубическим эпителием	0
242	5	Для синдрома Штейна-Левенталя характерно наличие в яичниках:	2	дермоидных кист	0
243	5	Вирилизация при синдроме Штейна-Левенталя обусловлена:	2	гиперпродукцией андрогенов	1
244	5	Назовите тип эндометрия при синдроме Штейна-Левенталя:	2	эндометрий секреторного типа	0
245	5	Стенки лютеиновых кист имеют окраску:	2	серую	0
246	5	Микроскопические признаки железисто-кистозной гиперплазии эндометрия	2	метаплазия эпителия	1
247	5	Виды внематочной беременности	2	брюшинная	1
248	5	Острый цервицит характеризуется	2	полнокровием шейки матки	1
249	5	Полип эндометрия характеризуется	2	частой малигнизацией	0
250	5	Для рака шейки матки характерно	2	гистологически чаще представлен плоскоклеточным раком	1
251	5	Гистологические разновидности лейомиом	2	эпителиоидная	1
252	5	Назовите клинико-морфологические признаки эндометриоза	2	характеризуется образованием эктопических очагов ткани эндометрия	1
253	5	Назовите признаки хронического сальпингита	2	характеризуется образованием спаек между складками эндосальпингса	1
254	5	В корковом веществе яичника располагаются	2	атретические фолликулы	1
255	5	Кисты яичников бывают	2	радикулярными	0
256	5	Синдром поликистозных яичников характеризуется	2	множеством кистозно-расширенных фолликулов и фолликулярных кист	1
257	5	Зрелая тератома яичника	2	это киста, выстланная однослойным цилиндрическим эпителием	0
258	5	Гистологическое исследование материала после спонтанного аборта преследует следующие цели:	2	исключить трофобластическую болезнь	1
259	5	Трофобластическая болезнь включает в себя:	2	хориокарциному	1
260	5	Формы роста миомы:	2	субмукозная	1
261	5	В репродуктивном периоде наиболее частыми причинами развития маточных кровотечений являются:	2	осложнения беременности	1
262	5	В предменопаузальном периоде наиболее частыми причинами развития маточных кровотечений являются:	2	осложнения беременности	0
263	5	Формы роста рака эндометрия:	2	диффузная	1
264	5	Для хориокарциномы характерны метастазы:	2	влагалище	1
265	5	Морфологические признаки простой гиперплазии эндометрия	2	рассеянная инфильтрация стромы эндометрия лимфоцитами с примесью лейкоцитов	1
266	6	Какой этап отсутствует в периоде развития человеческого зародыша:	2	бластогенез	0
267	6	Какой биологический фактор обладает наибольшим тератогенным действием:	2	вирусы	1
268	6	К генопатиям относят:	2	синдром Патау	0
269	6	Назовите эндогенный фактор, вызывающий пороки развития:	2	эндокринный	1
270	6	Назовите порок развития, который относится к бластопатиям:	2	микроцефалия	0
271	6	Назовите порок развития, который относят к эмбриопатиям:	2	пустой зародышевый мешок	0
272	6	Назовите порок развития, относящийся к фетопатиям:	2	синдром Картагенера	0
273	6	Основным признаком переношенности беременности является:	2	обилие пушковых волос на коже	0
274	6	Микроскопическим признаком недоношенности является:	2	очаги экстрамедуллярного кроветворения в печени	1
275	6	Назовите повреждение головного мозга и его оболочек гипоксического генеза:	2	кефалогематома	0
276	6	Наиболее частой родовой травмой костей скелета плода является перелом:	2	ключицы	1
277	6	Наиболее массивное кровоизлияние в полость черепа с проникновением крови вдоль сосудистых сплетений в желудочки мозга бывает при разрыве:	2	намета мозжечка	0
278	6	Назовите порок плаценты не оказывающий вредного воздействия на развитие плода:	2	многодолевая	0
279	6	Назовите признак не являющийся «специфичным» при врожденном листериозе:	2	моногистиоцитарная гранулема	1
280	6	Назовите признак маточно-плацентарной формы вторичной острой плацентарной недостаточности:	2	нарушение строения последа	0
281	6	Наиболее точное определение тимуса:	2	центральный орган иммуногенеза	1
282	6	К какому эпителию тропен вирус парагриппа у детей:	2	гортани	1
283	6	К какому эпителию тропен респираторно-синцитиальный вирус у детей:	2	гортани	0
284	6	К какому эпителию тропен аденовирус у детей:	2	гортани	0
285	6	Наиболее характерным микроскопическим признаком при респираторно-синцитиальной вирусной инфекции у детей является:	2	многоядерные гигантские клетки-симпласты	1
286	6	Какой морфологический признак характерен для аденовирусной инфекции у детей:	2	серозно-десквамативный бронхит и серозно-десквамативная пневмония	0
287	6	Какой морфологический признак характерен для неосложненной формы гриппа у детей:	2	серозно-десквамативный бронхит и серозно-десквамативная пневмония	1
288	6	Какой морфологический субстрат не входит в экссудат в парагриппозной пневмонии у детей:	2	десквамированных альвеолоцитов	1
289	6	Какое воспаление характерно для клебсиелезного поражения желудочно-кишечного тракта у детей:	2	гнойное	0
290	6	Назовите микроскопические изменения, которые позволяют заподозрить врожденный токсоплазмоз:	2	свободно лежащие псевдоцисты и паразиты	1
291	6	Какой основной путь передачи инфекции от человека к человеку при листериозе:	2	внутриутробный	1
292	6	Наиболее специфическим морфологическим признаком цитомегалии в органах является:	2	лейкоцитарная инфильтрация стромы	0
293	6	При внутриутробном кандидозе поражение локализуется чаще всего в :	2	субэпендимарных отделах желудочков	1
294	6	Назовите опухоль, которую относят к часто прослеживающейся в родословной по вертикали:	2	миобластома	0
295	6	Назовите доброкачественную опухоль чаще всего встречающуюся у детей:	2	аденома	1
296	6	Назовите злокачественную опухоль, наиболее часто встречающуюся у детей:	2	миобластома	0
297	6	В строку А медицинского свидетельства о перинатальной смерти можно внести вариант:	2	тяжелая недостаточность питания плода	0
298	6	В строку А медицинского свидетельства о перинатальной смерти живорожденного в возрасте 2-х дней можно внести вариант:	2	массивная аспирация мекония	0
299	6	При быстропрогрессирующем ревматизме у детей изменения эндокарда характеризуются:	2	тромботическими наложениями с бактериями на некротизированных клапанах	1
300	6	Какой микроскопические признаки относятся к акцидентальной трансформации тимуса:	2	увеличение размеров и количества тимических телец	1
301	6	Какие из перечисленных методов позволяют заподозрить первичный иммунодефицит после вскрытия:	2	иммунологического	1
302	6	Какие изменения органов иммуногенеза у детей могут свидетельствовать о наличии у них первичного иммунодефицита:	2	очень большой массы тимуса	1
303	6	Какой из вирусов не вызывает острые респираторные инфекции:	2	вируса Коксаки	0
304	6	Перечислите органы, которые поражаются у детей при генерализации респираторных вирусных инфекций:	2	кишечник	1
305	6	Перечислите флору, которая может вызвать заболевание желудочно-кишечного тракта у детей:	2	сальмонеллы	1
306	6	В воспалительном инфильтрате при колибактериальной инфекции удетей обнаруживают:	2	лейкоциты	1
307	6	При стафилококковом поражении желудочно-кишечного тракта у детей определяются следующие виды воспаления:	2	катаральное	0
308	6	Для поражения желудочно-кишечного тракта у детей патогенными штаммами кишечной палочки характерны:	2	циркуляторные изменения	1
309	6	При поражении желудочнокишечного тракта у детей сальмонеллами характерны следующие виды воспаления:	2	фибринозного	0
310	6	При поражении желудочнокишечного тракта у детей иерсиниями характерны следующие виды воспаления:	2	гнойного	1
311	6	Интрамуральные нервные ганглии поражаются следующими возбудителями	2	стафилококками	0
312	6	Преимущественное месторасположение первичных септических очагов у детей:	2	почки	1
313	6	Основными критериями сепсиса у плодов, новорожденных и детей грудного возраста являются:	2	бактериологическое исследование	0
314	6	К микроскопическим признакам септицемии у детей относят:	2	дистрофические изменения паренхиматозных органов	1
315	6	Основной путь инфицирования при токсоплазмозе:	2	алиментарный	1
316	6	Для генерализованной формы цитомегалии обязательным является поражение:	2	поджелудочной железы	1
317	6	При классической рубеолярной эмбриопатии поражаются:	2	глазное яблоко	1
318	6	По характеру экссудата пневмонии бывают:	2	серозно-геморрагическая	1
319	6	Какой характер экссудата при микоплазменной пневмонии:	2	лейкоцитарный	0
320	6	Какие морфологические признаки характерны для пневмоцистной пневмонии:	2	интерстициальное воспаление	1
321	6	Частому возникновению пневмоний у детей раннего детского возраста способствуют:	2	особенности строения бронхолегочных структур	1
322	7	Назовите неятрогенный случай неблагоприятного последствия:	2	непрямого массажа сердца, осложнившегося переломами ребер, но приведших к восстановлению сердечной деятельности;	0
323	7	Термины «ятрогения» или «ятрогенное осложнение» возможно использовать:	2	в рубрике «основное заболевание» клинического и патологоанатомического диагнозов;	0
324	7	Какие специалисты квалифицируют ятрогенный процесс, выявленный на вскрытии или в результате биопсийного исследования:	2	врач-патологоанатом совместно с заведующим патологоанатомическим отделением;	0
325	7	К ятрогениям относятся случаи:	2	осложнений после правильно проведенных лечебно-диагностических мероприятий;	1
326	7	Какая формулировка наиболее полно характеризует термин «врачебная (медицинская) ошибка»:	2	не является ятрогенией; но может служить причиной дальнейшего развития ятрогении;	1
327	7	«Марантические» язвы желудка возникают у тяжелых больных:	2	при обострении хронического гастрита с повышенной секрецией;	0
328	7	Симптом «стопа балерины» (А.В.Русаков) является диагностическим критерием:	2	бокового амиотрофического склероза;	1
329	7	Трупное окоченение в мышцах, подвергавшихся в предсмертном периоде интенсивной нагрузке (например, судорожным сокращениям):	2	развивается медленнее;	0
330	7	Наиболее частой непосредственной причиной смерти при лейкозах является:	2	пневмония;	0
331	7	«Большое пестрое легкое» - это:	2	мембраногенный отек легких;	0
332	7	Наиболее вероятная причина внезапной смерти больного гипертонической болезнью во время гипертонического криза:	2	отек легких;	0
333	7	Своевременное снятие эластического жгута с конечности может сопровождаться	2	дискомпрессонной гиперемией	0
334	7	Применение медицинских банок вызывает	2	вакатную гиперемию	1
335	7	Адреналин, введенный в организм человека, вызывает	2	ангиоспастическую ишемию	1
336	7	Наложенный на конечность жгут вызывает	2	обтурационную ишемию	0
337	7	К ятрогениям следует относить те патологические процессы, которые возникли:	2	в результате высказывания медицинскими работниками, обладающими прямыми распорядительными и исполнительными функциями в период и на месте выполнения ими профессиональных и служебных обязанностей;	1
338	7	Термины «ятрогения» или «ятрогенное осложнение» используется:	2	в карте экспертной оценки летального исхода на основании результатов патологоанатомического вскрытия;	1
339	7	Назовите макроскопическую картину, характерную для «шоковой почки» :	2	юкстамедуллярная зона и пирамидки темно-красного цвета;	1
340	7	Назовите морфологические критерии шока:	2	полнокровие всей внутриорганной капиллярной сети;	1
341	7	Назовите осложнения гипербарической оксигенации:	2	разрушение сурфактанта легких;	1
342	7	Назовите морфологические признаки анафилактического шока:	2	полнокровие, отек легких;	1
343	7	Перечислите признаки внезапной смерти от сердечной недостаточности:	2	жидкого состояния крови в сосудах;	1
344	7	Микроскопическими изменениями в легких, характерными для респираторного дистресс-синдрома являются:	2	наличие на стенках альвеол гиалиновых мембран;	1
345	7	Перечислите варианты комы при сахарном диабете:	2	гиповолемическая;	1
346	8	Действующий отраслевой нормативный документ по правилам проведения патолого-анатомических исследований:	2	приказ Минздрава России от 6 июня 2013 г. № 354н «О порядке проведения патолого-анатомических вскрытий	0
347	8	Действующий отраслевой нормативный документ по порядку проведения патолого-анатомических вскрытий:	2	приказ Минздрава России от 6 июня 2013 г. № 354н «О порядке проведения патолого-анатомических вскрытий	1
348	8	Правильное наименование структурного подразделения патолого-анатомического профиля в медицинской организации:	2	пато-морфологический отдел;	0
349	8	Предмет прижизненного патолого-анатомического исследования:	2	изучение макроскопических изменений фрагментов тканей, органов или последов;	0
