question_id	answer_id	answer_text	is_correct_answer
1732	1	новообразованные сосуды на диске зрительного нерва с витреальными и преретинальными кровоизлияниями	1
1732	2	препролиферативная диабетическая ретинопатия с извитостью сосудов	0
1732	3	непролиферативная ретинопатия. макулопатия	0
1732	4	"наличие микроаневризм, твердых и мягких экссудатов"	0
1733	1	гломерулосклероз	1
1733	2	гломерулонефрит	0
1733	3	нефрокальцинаты	0
1733	4	амилоидоз	0
1734	1	повышение внутриклубочкового давления и гиперфильтрация	1
1734	2	микроальбуминурия	0
1734	3	гипофильтрация	0
1734	4	диффузный гломерулосклероз	0
1735	1	образование язвенных дефектов стоп	1
1735	2	ишемическая болезнь сердца	0
1735	3	облитерирующие заболевания нижних конечностей	0
1735	4	артериальная гипертензия	0
1736	1	оценка вибрационной и тактильной чувствительности	1
1736	2	определение гликемического профиля	0
1736	3	определение скорости клубочковой фильтрации	0
1736	4	суточное мониторирование артериального давления	0
1737	1	"язвенных дефектов в зонах избыточного нагрузочного давления, безболезненных"	1
1737	2	"бледной или цианотичной, атрофичной кожи стоп, часто с трещинами"	0
1737	3	"акральных некрозов, резко болезненных"	0
1737	4	перемежающей хромоты	0
1738	1	отсутствие болевого синдрома	1
1738	2	наличие выраженного болевого синдрома	0
1738	3	повышение напряжения кислорода в артериях стопы	0
1738	4	наличие стопы Шарко	0
1739	1	безболевая ишемия миокарда	1
1739	2	непостоянная тахикардия	0
1739	3	фиксированный сердечный ритм	0
1739	4	ортостатическая гипотензия	0
1740	1	ортостатическая гипотония	1
1740	2	парестезии	0
1740	3	нарушение болевой чувствительности	0
1740	4	аллодинии	0
1741	1	через 1-2 недели при недостижении целевых уровней гликемии с помощью только диетотерапии	1
1741	2	через 1 месяц при недостижении целевых уровней гликемии	0
1741	3	сразу при постановке диагноза	0
1741	4	инсулинотерапия при гестационном диабете не назначается	0
1742	1	более 100 мкг/л	1
1742	2	более 75 мкг/л	0
1742	3	более 50 мкг/л	0
1742	4	более 20 мкг/л	0
1743	1	менее 20 мкг/л	1
1743	2	менее 50 мкг/л	0
1743	3	менее 75 мкг/л	0
1743	4	менее 100 мкг/л	0
1744	1	"дефицит йода в почве, воде и пищевых продуктах"	1
1744	2	аутоиммунный процесс в щитовидной железе	0
1744	3	радиологическое воздействие	0
1744	4	вирусная инфекция	0
1745	1	150 - 200 мкг	1
1745	2	50 - 100 мкг	0
1745	3	150 - 200 мг	0
1745	4	500 мкг и более	0
1746	1	йодированная соль	1
1746	2	фторирование воды	0
1746	3	добавление селена в рацион	0
1746	4	йодирование воды	0
1747	1	патология органогенеза или первичное поражение щитовидной железы	1
1747	2	резистентность периферических тканей к тиреоидным гормонам	0
1747	3	дефицит выработки тиреотропного гормона	0
1747	4	снижение продукции тиреотропин-рилизинг-фактора	0
1748	1	резистентность периферических тканей к действию тиреоидных гормонов	1
1748	2	нарушение секреции тиролиберина	0
1748	3	снижение секреции ТТГ	0
1748	4	снижение секреции тиреоидных гормонов	0
1749	1	гипопитуитаризм	1
1749	2	тиреостатическая медикаментозная терапия	0
1749	3	рак щитовидной железы	0
1749	4	гиперсекреция пролактина	0
1750	1	повышением ТТГ и снижением Т4 свободного	1
1750	2	повышением ТТГ и нормальным уровнем Т4сводобного	0
1750	3	повышением ТТГ и повышением Т4 свободного	0
1750	4	снижением ТТГ и снижением Т4 свободного	0
1751	1	"повышение уровня ТТГ, нормальный уровень Т4 св."	1
1751	2	"повышение уровня ТТГ, сниженный уровень Т4 св."	0
1751	3	"нормальный уровень ТТГ, сниженный уровеньТ4 св. "	0
1751	4	"нормальный уровень ТТГ, повышенный уровень Т4св."	0
1752	1	уровень ТТГ	1
1752	2	титр антител к тиреоглобулину	0
1752	3	титр антител к рецептору ТТГ	0
1752	4	уровень ионизированного кальция	0
1753	1	левотироксина в заместительной дозе	1
1753	2	левотироксина в супрессивной дозе	0
1753	3	Калия иодида в терапевтической дозе	0
1753	4	Калия иодида в профилактической дозе	0
1754	1	уровня Т4 в верхней трети референсного диапазона	1
1754	2	уровня ТТГ в пределах референсного диапазона	0
1754	3	уровня Т4 в пределах референсного диапазона	0
1754	4	уровней ТТГ и Т4 в пределах референсного диапазона	0
1755	1	левотироксин	1
1755	2	тиамазол	0
1755	3	калия йодид	0
1755	4	пропилтиоурацил	0
1756	1	дебют с малых доз левотироксина с постепенным увеличением под контролем тиреоидного статуса и холтеровского мониторирования ЭКГ	1
1756	2	агрессивное лечение большими дозами Левотироксина для скорейшей нормализации уровня ТТГ	0
1756	3	назначение Левотироксина после компенсации сердечно-сосудистой недостаточности 	0
1756	4	направление в санаторий на бальнеологическое лечение	0
1757	1	"1, 6 мкг на кг реальной массы тела"	1
1757	2	"1, 6 мкг на кг идеальной массы тела"	0
1757	3	100 мг	0
1757	4	150 мкг	0
1758	1	"0, 9 мкг/кг фактической массы тела"	1
1758	2	"1, 6 мкг/кг фактической массы тела"	0
1758	3	100 мкг	0
1758	4	50 мкг	0
1759	1	"сниженным уровнем ТТГ, содержанием Т4 св. и Т3 св. в пределах нормы"	1
1759	2	"повышенным уровнем ТТГ, содержанием Т4 св. и Т3 св. в пределах нормы"	0
1759	3	"сниженным уровнем ТТГ, содержанием Т4 св. и Т3 св. выше нормы"	0
1759	4	"повышенным уровнем ТТГ, содержанием Т4 св. и Т3 св. ниже нормы"	0
1760	1	"снижение уровня ТТГ, повышение уровней Т4 св. и Т3 св."	1
1760	2	"снижение уровня ТТГ, снижение уровней Т4 св. иТ3 св."	0
1760	3	"снижение уровня ТТГ, нормальные уровниТ4 св. и Т3 св."	0
1760	4	"повышение уровня ТТГ, нормальные уровниТ4 св. и Т3 св."	0
1761	1	наличие "горячего" узла при сканировании при уменьшенном поглощении 131J окружающей тканью 	1
1761	2	наличие тиреостимулирующих антител	0
1761	3	супрессия уровня ТТГ	0
1761	4	повышенное содержание Т3 св. и Т4 св	0
1762	1	деструкция неизмененной ткани щитовидной железы	1
1762	2	активизация процессов биосинтеза и секреции тиреоидных гормонов	0
1762	3	лимфоидная инфильтрация ткани щитовидной железы	0
1762	4	увеличение продукции тироксинсвязывающего глобулина	0
1763	1	повышенное поглощение радиофармпрепарата щитовидной железой	1
1763	2	сниженное поглощение радиофармпрепарата щитовидной железой	0
1763	3	супрессия уровня тиреотропного гормона	0
1763	4	повышение уровней св. Т4 и св. Т3	0
1764	1	тиреостатики	1
1764	2	глюкокортикоиды	0
1764	3	препараты йода	0
1764	4	препараты кальция	0
1765	1	глюкокортикоидов	1
1765	2	антибактериальных препаратов	0
1765	3	препаратов йода	0
1765	4	тиреостатиков	0
1766	1	стимуляция работы щитовидной железы антителами к рецептору ТТГ	1
1766	2	гиперпродукция ТТГ и стимуляция функции щитовидной железы	0
1766	3	возникновение зон функциональной автономии в ткани щитовидной железы и избыточная продукция тиреоидных гормонов	0
1766	4	разрушение фолликулов щитовидной железы	0
1767	1	болезнь Грейвса-Базедова	1
1767	2	первичный гипотиреоз	0
1767	3	вторичный гипокортицизм	0
1767	4	эндогенный гиперкортицизм	0
1768	1	повышение систолического давления при нормальном или сниженном диастолическом	1
1768	2	очень высокий уровень экскреции катехоламинов с мочой	0
1768	3	снижение уровня тиреоидных гормонов в крови	0
1768	4	снижение захвата радиоактивного иода щитовидной железой	0
1769	1	воспаление ретробульбарной клетчатки и экстраокулярных мышц 	1
1769	2	прогрессирующее уменьшение периферических полей зрения	0
1769	3	пролиферация сосудов и отслойка сетчатки	0
1769	4	"птоз, миоз и энофтальм"	0
1770	1	тиамазол	1
1770	2	левотироксин	0
1770	3	каберголин	0
1770	4	даназол	0
1771	1	стартовая терапия большими дозами (30-40 мг) до достижения эутиреоза с переходом на поддерживающие дозы	1
1771	2	лечение курсами по 2-3 месяца с короткими перерывами в течение двух лет	0
1771	3	постепенное увеличение доз до появления гипотиреоза	0
1771	4	стартовая терапия большими дозами (30-40 мг) до достижения эутиреоза с последующей отменой и переходом на терапию тиреоидными гормонами	0
1772	1	назначение тиреостатиков в комбинации с левотироксином	1
1772	2	последовательное курсовое назначение тиреостатиков и левотироксина	0
1772	3	удаление щитовидной железы с назначением заместительной терапии	0
1772	4	использование аблативной дозы радиоактивного йода с назначением левотироксина	0
1773	1	нормальный уровень антител к рецептору ТТГ	1
1773	2	нормальный уровень свободных Т3 и Т4	0
1773	3	нормальный уровень ТТГ	0
1773	4	нормальный уровень антител к ТПО	0
1774	1	отсутствии снижения тиреостимулирующих антител на фоне лечения	1
1774	2	повышении уровня тиреотропного гормона	0
1774	3	уменьшении размеров щитовидной железы	0
1774	4	присоединении сахарного диабета	0
1775	1	меньшим проникновением препарата через плаценту 	1
1775	2	замедленным всасыванием препарата	0
1775	3	лучшей переносимостью	0
1775	4	удобством титрации	0
1776	1	агранулоцитоз	1
1776	2	лейкоцитоз	0
1776	3	глюкозурия	0
1776	4	микроальбуминурия	0
1777	1	предельно субтотальная или тотальная тиреоидэктомия	1
1777	2	гемитиреоидэктомия	0
1777	3	тотальная тиреоидэктомия с удалением регионарных лимфоузлов	0
1777	4	предельно субтотальная тиреоидэктомия с последующей терапией радиоактивным йодом	0
1778	1	гипопаратиреоз	1
1778	2	гипотиреоз.	0
1778	3	тиреотоксический криз	0
1778	4	травма гортанных нервов	0
1779	1	достижение гипотиреоза 	1
1779	2	достижение эутиреоза	0
1779	3	достижение транзиторного гипотиреоза с дальнейшим восстановлением функции щитовидной железы	0
1779	4	регресс тиреотоксикоза и дальнейшее поддержание на медикаментозной коррекции	0
1780	1	пульс-терапию метилпреднизолоном	1
1780	2	ретробульбарное введение дексаметазона	0
1780	3	магнитотерапию	0
1780	4	дистанционную гамма-терапию	0
1781	1	папиллярный рак	1
1781	2	фолликулярный рак	0
1781	3	медуллярный рак	0
1781	4	анапластический рак	0
1782	1	развивается из парафолликулярных С-клеток	1
1782	2	отличается редким метастазированием в лимфатические узлы	0
1782	3	является частью синдрома множественной эндокринной неоплазии 1 типа	0
1782	4	проявляется повышенной продукцией тиреоидных гормонов	0
1783	1	уровня ТТГ и кальцитонина	1
1783	2	уровня тиреоглобулина	0
1783	3	антител к тиреоглобулину	0
1783	4	антител к рецептору ТТГ	0
1784	1	узловое образование щитовидной железы равное или превышающее 1 см в диаметре 	1
1784	2	"узловое образование щитовидной железы равное или превышающее 0,5 см в диаметре"	0
1784	3	"узловое образование щитовидной железы размерами 0,5-1 см в диаметре"	0
1784	4	узловое образование щитовидной железы равное или менее 1 см в диаметре	0
1785	1	тиреотоксическая фаза подострого тиреоидита	1
1785	2	болезнь Грейвса-Базедова	0
1785	3	тиреотоксическая аденома	0
1785	4	флегмона шеи	0
1786	1	"увеличение СОЭ при нормальном содержании лейкоцитов, снижение уровня ТТГ и повышение уровня св Т4."	1
1786	2	"нормальная СОЭ при повышенном содержании лейкоцитов, снижение уровня ТТГ и повышение уровня Т4 св., Т3 св."	0
1786	3	"нормальная СОЭ при повышенном содержании лейкоцитов, повышение уровней ТТГ, Т4 св. и Т3 св."	0
1786	4	"нормальная СОЭ при повышенном содержании лейкоцитов, повышение уровня ТТГ и снижение уровня Т4 св., Т3 св."	0
1787	1	"уменьшением болезненности в шее, снижении температуры и СОЭ на фоне приема преднизолона"	1
1787	2	"уменьшением болезненности в шее, снижении температуры и СОЭ на фоне приема тиреостатиков"	0
1787	3	повышением поглощения радиоизотопа на фоне приема ацетилсалициловой кислоты	0
1787	4	увеличением содержания тиреоглобулина на фоне приема бета-блокаторов	0
1788	1	глюкокортикоидов	1
1788	2	тиреостатиков	0
1788	3	петлевых диуретиков	0
1788	4	препаратов йода	0
1789	1	нестероидные противовоспалительные препараты	1
1789	2	антибактериальные препараты	0
1789	3	тиреостатики	0
1789	4	препараты лития	0
1790	1	"манифестный гипотиреоз, наличие антител к ткани щитовидной железы, ультразвуковые признаки аутоиммунной патологии"	1
1790	2	"манифестный тиреотоксикоз, наличие антител к рецептору ТТГ "	0
1790	3	"эутиреоз, выявление при УЗИ множественных фокальных образований в щитовидной железе"	0
1790	4	"резкая болезненность щитовидной железы, ускоренное СОЭ "	0
1791	1	уровня ТТГ	1
1791	2	титра антител к тиреоглобулину	0
1791	3	титра антител к тиреопероксидазе	0
1791	4	сахара крови	0
1792	1	стимулирующим влиянием хорионического гонадотропина на синтез тиреоидных гормонов	1
1792	2	развитием болезни Грейвса-Базедова	0
1792	3	деструкцией щитовидной железы	0
1792	4	избыточной секрецией пролактина	0
1793	1	200-250 мкг иодида калия	1
1793	2	100 мкг йодида калия	0
1793	3	100 мкг левотироксина	0
1793	4	раствора Люголя	0
1794	1	первичный гиперпаратиреоз	1
1794	2	вторичный гиперпаратиреоз	0
1794	3	Т-клеточная лимфома	0
1794	4	интоксикация витамином D	0
1795	1	аденома паращитовидной железы	1
1795	2	кровоизлияние в паращитовидные железы	0
1795	3	амилоидоз паращитовидных желез	0
1795	4	аутоиммунное поражение паращитовидных желез	0
1796	1	реакцией на гипокальциемию различного генеза	1
1796	2	реакцией на гиперкальциемию различного генеза	0
1796	3	развитием гиперплазии или аденомы околощитовидных желез	0
1796	4	хроническим избытком витамина D	0
1797	1	повышения уровня кальция при рутинном биохимическом анализе крови	1
1797	2	наличия камней в почках	0
1797	3	снижения экскреции кальция с мочой	0
1797	4	патологических переломов костей	0
1798	1	"более 2,9-3,0 ммоль /л"	1
1798	2	"2,6-2,8 ммоль/л"	0
1798	3	более 5 ммоль/л	0
1798	4	на верхней границе нормы	0
1799	1	"более 3,7-4,5 ммоль/л"	1
1799	2	"3,0-3,6 ммоль /л"	0
1799	3	"2,6-2,9 ммоль/л"	0
1799	4	при любом повышении содержания кальция в крови	0
1800	1	сцинтиграфия 	1
1800	2	ангиография	0
1800	3	лимфография	0
1800	4	термография	0
1801	1	кальцимиметики	1
1801	2	бисфосфонаты	0
1801	3	глюкокортикоиды	0
1801	4	фосфаты	0
1802	1	цинакалцет («Мимпара»)	1
1802	2	альфакальцидол («Альфа Д3-Тева»)	0
1802	3	алендронат («Фосамакс»)	0
1802	4	деносумаб («Пролиа»)	0
1803	1	"оперативное удаление, травма или лучевое повреждение околощитовидных желез"	1
1803	2	врожденное недоразвитие околощитовидных желез	0
1803	3	недостаточность секреции паратгормона аутоиммунного генеза	0
1803	4	снижение рецепторной чувствительности к паратгормону	0
1804	1	снижением уровня кальция и повышением уровня неорганического фосфора в крови	1
1804	2	повышением кальция и снижением неорганического фосфора в крови	0
1804	3	гиперкальциурией	0
1804	4	повышением уровня паратгормона	0
1805	1	"2,0-2,2 ммоль/л"	1
1805	2	"1,8-2 ммоль/л"	0
1805	3	"1,6-1,8 ммоль/л"	0
1805	4	"2.15-2,6 ммоль/л"	0
1806	1	судорожные сокращения мышц различных групп	1
1806	2	снижение концентрационной функции почек и полиурия	0
1806	3	"эзофагит, язвы желудка и 12-перстной кишки"	0
1806	4	"нефрокальциноз, нефролитиаз"	0
1807	1	постменопаузальный остеопороз 	1
1807	2	ятрогенный остеопороз	0
1807	3	стероидный остеопороз	0
1807	4	тиреогенный остеопороз	0
1808	1	стероидный остеопороз	1
1808	2	постменопаузальный остеопороз	0
1808	3	ювенильный остеопороз	0
1808	4	сенильный остеопороз	0
1809	1	1000 - 1500 мг в сутки	1
1809	2	500 мг в сутки	0
1809	3	500 - 1000 мг в сутки	0
1809	4	250 - 500 мг в сутки	0
1810	1	"-2,5 SD и ниже"	1
1810	2	"от -1,0 до -2,5 SD"	0
1810	3	"-1,0 SD и выше"	0
1810	4	"-2,5 SD и ниже с наличием в анамнезе одного и более переломов"	0
1811	1	поясничный отдел позвоночника и проксимальные отделы бедра	1
1811	2	шейный отдел позвоночника и дистальные отделы бедра	0
1811	3	пальцы рук и ног	0
1811	4	кости черепа	0
1812	1	компенсация дефицита витамина D	1
1812	2	нормализация артериального давления	0
1812	3	ограничение физической активности	0
1812	4	ограничение приема молочных продуктов	0
1813	1	30-60 нг/мл	1
1813	2	10-20 нг/мл	0
1813	3	5-10 нг/мл	0
1813	4	100-150 нг/мл	0
1814	1	избыточное употребление животных жиров и легкоусвояемых углеводов	1
1814	2	вегетарианская диета	0
1814	3	аэробные физические нагрузки	0
1814	4	курение	0
1815	1	преимущественным отложением жира в области живота и верхнего плечевого пояса – тип «яблоко»	1
1815	2	отложением жира в области бедер и нижней части тела	0
1815	3	равномерным отложением подкожно-жировой клетчатки по всему телу	0
1815	4	отложением жира в области лица («лунообразное лицо») и верхнего плечевого пояса	0
1816	1	андроидным	1
1816	2	гиноидным	0
1816	3	равномерным распределением подкожно-жировой клетчатки	0
1816	4	кушингоидным	0
1817	1	посередине между нижним краем нижнего ребра и вершиной подвздошного гребня	1
1817	2	на уровне пупка	0
1817	3	на уровне гребня подвздошных костей	0
1817	4	на уровне нижнего края нижнего ребра	0
1818	1	94 см	1
1818	2	88 см	0
1818	3	102 см	0
1818	4	80 см	0
1819	1	80 см	1
1819	2	94 см	0
1819	3	88 см	0
1819	4	102 см	0
1820	1	более 80 см у женщин и более 94 см у мужчин	1
1820	2	более 78 см у женщин и более 82 см у мужчин	0
1820	3	более 80 см у женщин и более 96 см у мужчин	0
1820	4	более 96 см у женщин и более 104 см у мужчин	0
1821	1	35-40 кг/м2	1
1821	2	25-30 кг/м2	0
1821	3	30-35 кг/м2	0
1821	4	40-45 кг/м2	0
1822	1	ингибиторы кишечных липаз	1
1822	2	слабительные	0
1822	3	мочегонные	0
1822	4	инсулины	0
1823	1	«Редуксин»	1
1823	2	метформин	0
1823	3	«Манинил»	0
1823	4	«Бромокриптин»	0
1824	1	3 мг/сут	1
1824	2	"0,6 мг/сут"	0
1824	3	"1,2 мг/сут"	0
1824	4	"1,8 мг/сут"	0
1825	1	бариатрическая хирургия	1
1825	2	диетотерапия	0
1825	3	физические нагрузки	0
1825	4	изменение образа жизни	0
1826	1	ИМТ более или равен 40 кг/м?	1
1826	2	ИМТ более или равен 27 кг/м?	0
1826	3	ИМТ более или равен 30 кг/м?	0
1826	4	ИМТ более или равен 25 кг/м?	0
1827	1	отсутствие самостоятельных менструаций с пубертатного возраста	1
1827	2	аменорея на фоне потери массы тела	0
1827	3	синдром резистентных яичников	0
1827	4	синдром Ашермана	0
1828	1	отсутствие менструации более 6 мес	1
1828	2	отсутствие самостоятельных менструаций с пубертатного возраста	0
1828	3	отсутствие менструаций во время беременности и грудного вскармливания	0
1828	4	дисгенезия гонад	0
1829	1	слабому развитию вторичных половых признаков	1
1829	2	активному развитию вторичных половых признаков	0
1829	3	раннему закрытию ростовых зон	0
1829	4	увеличению мышечной массы	0
1830	1	развитию бесплодия	1
1830	2	формированию евнухоидных пропорций тела	0
1830	3	слабому развитию вторичных половых признаков	0
1830	4	ускоренному росту	0
1831	1	гипергонадотропного гипогонадизма	1
1831	2	гипогонадотропного гипогонадизма	0
1831	3	нормогонадотропного гипогонадизма	0
1831	4	вторичного гипогонадизма	0
1832	1	отсутствием вторичных половых признаков	1
1832	2	быстрым развитием вторичных половых признаков	0
1832	3	ранним закрытием зон роста	0
1832	4	увеличением размеров наружных половых органов	0
1833	1	опережение костного возраста	1
1833	2	высокий конечный рост тела	0
1833	3	запоздалое окостенение скелета	0
1833	4	отсутствие вторичных половых признаков	0
1834	1	13 лет	1
1834	2	10 лет	0
1834	3	15 лет	0
1834	4	7 лет	0
1835	1	тестостерона	1
1835	2	ДГЭА	0
1835	3	ЛГ и ФСГ	0
1835	4	17 – гидроксипрогестерона	0
1836	1	дегидроэпиандростерона и 17-гидроксипрогестерона	1
1836	2	тестостерона общего и свободного	0
1836	3	альдостерона и ренина	0
1836	4	метанефрина и норметанефрина	0
1837	1	препараты с антиандрогенными свойствами	1
1837	2	тиреоидные препараты	0
1837	3	препараты глюкокортикоидного ряда	0
1837	4	статины	0
1838	1	"ановуляция, поликистоз по результатам сонографии, гиперандрогения"	1
1838	2	"сохранная овуляционная функция, гипоандрогенемия"	0
1838	3	"прогрессирующее уменьшение размеров яичников, миома матки"	0
1838	4	"гипотиреоз, узловой зоб"	0
1839	1	наличие в яичнике более 18 фолликулов диаметром от 2 до 9 мм	1
1839	2	наличие в яичнике 1-2-х фолликулов диаметром от 2 до 9 мм	0
1839	3	полное отсутствие фолликулов	0
1839	4	уменьшение объема яичников	0
1840	1	"повышение уровней ЛГ, тестостерона, андростендиона, дегидроэпиандростерона-сульфата"	1
1840	2	"снижение уровней ЛГ, тестостерона, андростендиона, дегидроэпиандростерон-сульфата"	0
1840	3	"повышение уровней прогестерона, эстрадиола"	0
1840	4	"снижение уровней пролактина, СТГ, ТТГ"	0
1841	1	клостилбегит	1
1841	2	дюфастон	0
1841	3	фемоден	0
1841	4	премарин	0
1842	1	повышение уровня ФСГ при низком содержании эстрадиола	1
1842	2	снижение уровня ФСГ при высоком содержании эстрадиола	0
1842	3	индекс эстрадиол/эстрон более 1.	0
1842	4	высокий уровень ингибина В	0
1843	1	менопаузальная гормональная терапия 	1
1843	2	бисфосфонаты	0
1843	3	ингибиторы обратного захвата серотонина	0
1843	4	дегидроэпиандростерон	0
1844	1	синдроме Клайнфельтера	1
1844	2	синдроме Паскуалини	0
1844	3	синдроме Каллманна	0
1844	4	болезни Симмондса	0
1845	1	синдроме Каллманна	1
1845	2	крипторхизме	0
1845	3	синдроме Клайнфельтера	0
1845	4	анорхизме	0
1846	1	снижение либидо и сексуальной активности	1
1846	2	изменения настроения	0
1846	3	"утомляемость, слабость"	0
1846	4	"нарушение сна, позднее пробуждение"	0
1847	1	"евнухоидные пропорции тела, высокий тембр голоса, микропенис"	1
1847	2	"пропорциональное развитие тела, низкий тембр голоса, микропенис"	0
1847	3	"евнухоидные пропорции тела, низкий тембр голоса, нормальное развитие половых органов"	0
1847	4	"пропорциональное развитие тела, низкий тембр голоса, объем яичек более или равен 12 мл"	0
1848	1	"снижение либидо, низкий тембр голоса, нормальный размер половых органов"	1
1848	2	"евнухоидные пропорции тела, высокий тембр голоса, микропенис"	0
1848	3	"евнухоидные пропорции тела, низкий тембр голоса, микропенис"	0
1848	4	"снижение либидо, низкий тембр голоса, яички в объеме до 2 мл или их отсутствие в мошонке"	0
1849	1	снижение уровня тестостерона при нормальном содержании ЛГ	1
1849	2	снижение уровней ЛГ и ФСГ	0
1849	3	повышение уровней общего и свободного тестостерона	0
1849	4	повышение уровня ингибина	0
1850	1	синдром Шерешевского-Тернера	1
1850	2	врожденная дисфункция коры надпочечников	0
1850	3	синдром резистентных яичников	0
1850	4	гипофизарный нанизм	0
1851	1	синдром Клайнфельтера	1
1851	2	синдром Паскуалини	0
1851	3	синдром Каллманна	0
1851	4	синдром Шерешевского-Тернера	0
1852	1	энтерохромаффинных клеток диффузной эндокринной системы	1
1852	2	симпатических ганглиев	0
1852	3	парасимпатических нейронов	0
1852	4	нейроглиальных клеток	0
1853	1	хромогранин А	1
1853	2	инсулин	0
1853	3	глюкагон	0
1853	4	гастрин	0
1854	1	высокими уровнями инсулина и С-пептида	1
1854	2	"нарушением углеводного обмена, мигрирующей некролитической эритемой, резистентностью к проводимой терапии"	0
1854	3	"тяжёлой диареей в сочетании c гипокалиемией, ахлоргидрией и почечной недостаточностью"	0
1854	4	"триадой – сахарным диабетом лёгкой степени, стеатореей и камнями жёлчного пузыря"	0
1855	1	триада Уиппла	1
1855	2	повышение уровня иммунореактивного инсулина	0
1855	3	инсулинорезистентность	0
1855	4	развитие гипогликемии после физической нагрузки	0
1856	1	проба с голоданием 	1
1856	2	супрессивная проба с инсулином	0
1856	3	проба с Дексаметазоном	0
1856	4	проба с глюкагоном	0
1857	1	"документированное снижение сахара крови менее 2,2 ммоль/л"	1
1857	2	"документированное снижение сахара крови менее 3,0 ммоль/л"	0
1857	3	сопутствующий гипогликемии уровень инсулина менее 6 мкед/мл	0
1857	4	уровень С-пептида менее 200 пмоль/л	0
1858	1	гастрин-продуцирующая опухоль	1
1858	2	незидиобластоз	0
1858	3	избыточная секреция глюкагона	0
1858	4	избыточная секреция вазоактивного интестинального пептида	0
1859	1	наличие рецидивирующих пептических язв желудка и 12-перстной кишки	1
1859	2	частые гипогликемические состояния с потерей сознания	0
1859	3	частый жидкий стул и гипокалиемия	0
1859	4	сахарный диабет и некролитическая мигрирующая эритема	0
1860	1	"нарушением углеводного обмена, мигрирующей некролитической эритемой"	1
1860	2	высоким содержанием инсулина и С-пептида	0
1860	3	"тяжёлой диареей в сочетании c гипокалиемией, ахлоргидрией и почечной недостаточностью"	0
1860	4	повышением продукции гастрина и развитием рецидивирующих язв желудка и 12-перстной кишки 	0
1861	1	"триадой – сахарным диабетом лёгкой степени, стеатореей и камнями желчного пузыря"	1
1861	2	высокими уровнями инсулина и С-пептида	0
1861	3	"нарушением углеводного обмена, мигрирующей некролитической эритемой и резистентностью к проводимой терапии"	0
1861	4	"тяжёлой диареей в сочетании c гипокалиемией, ахлоргидрией и почечной недостаточностью"	0
1862	1	"тяжёлой диареей в сочетании c гипокалиемией, ахлоргидрией и почечной недостаточностью"	1
1862	2	высокими уровнями инсулина и С-пептида	0
1862	3	развитием сахарного диабета и мигрирующей некролитической эритемой	0
1862	4	"триадой – сахарным диабетом лёгкой степени, стеатореей и камнями желчного пузыря"	0
1863	1	5-гидроксииндолуксусной кислоты в суточной моче	1
1863	2	свободных метанефринов в крови	0
1863	3	17-гидроксипрогестерона в крови	0
1863	4	суточной экскреции кортизола	0
1864	1	диарея и приливы	1
1864	2	снижение артериального давления	0
1864	3	расслабление бронхиальной мускулатуры	0
1864	4	снижение свертываемости крови	0
1865	1	прекращение введения или уменьшение дозы вводимого инсулина	1
1865	2	передозировка инсулина	0
1865	3	физическая нагрузка	0
1865	4	"заболевание желудочно-кишечного тракта, сопровождающееся рвотой, поносом"	0
1866	1	"резкая слабость, вялость, сонливость"	1
1866	2	усиление аппетита	0
1866	3	дыхание Куссмауля	0
1866	4	полная потеря сознания	0
1867	1	"устранение инсулиновой недостаточности, борьба с дегидратацией и гиповолемией, восстановление электролитного баланса, лечение сопутствующей патологии"	1
1867	2	"борьба с дегидратацией и гиповолемией, нормализация артериального давления, повышение дозы пероральных сахароснижающих препаратов"	0
1867	3	"устранение инсулиновой недостаточности, восстановление электролитного баланса, форсированный диурез"	0
1867	4	"лечение сопутствующей патологии, коррекция дозы пероральных сахароснижающих препаратов, нормализация липидного обмена"	0
1868	1	"экспресс-анализ гликемии, кетонурии, введение раствора хлорида натрия в/в, капельно, введение инсулина короткого действия в дозе 20 ЕД в/м"	1
1868	2	"экспресс-анализ гликемии, в/в введение раствора хлорида натрия, мониторирование артериального давления"	0
1868	3	"экспресс-анализ гликемии, определение кетоновых тел в моче, введение 4-6 ЕД инсулина короткого действия п/к"	0
1868	4	"введение инсулина короткого действия в дозе 20 ЕД п/к, контроль артериального давления и частоты сердечных сокращений"	0
1869	1	изотонического раствора хлорида натрия	1
1869	2	5 %-ного раствора глюкозы	0
1869	3	"гипотонического (0,45 %-ного) раствора хлорида натрия"	0
1869	4	реополиглюкина	0
1870	1	"0,1 ЕД/кг/час"	1
1870	2	"0,4 ЕД/кг/час"	0
1870	3	"0,8 ЕД/кг/час"	0
1870	4	1 ЕД кг/час	0
1871	1	"менее 5,0 ммоль/л/час"	1
1871	2	"более 5,0 ммоль/л/час"	0
1871	3	"5,0-10,0 ммоль/л/час"	0
1871	4	"более 10,0 ммоль/л/час"	0
1872	1	"1,0 г/ч"	1
1872	2	"2,0 г/ч"	0
1872	3	"3,0 г/ч"	0
1872	4	доза определяется в зависимости от массы тела пациента	0
1873	1	гиперосмолярное гипергликемическое состояние	1
1873	2	лактат-ацидоз	0
1873	3	кетоацидотическая кома	0
1873	4	декомпенсация сахарного диабета	0
1874	1	относительная инсулиновая недостаточность в сочетании с обезвоживанием	1
1874	2	абсолютная инсулиновая недостаточность	0
1874	3	острая гипоксия	0
1874	4	передозировка инсулина	0
